bergeys_taxID;bergeys_genus;bergeys_species;bergeys_speciesStrain;bergeys_misclassified;bergeys_oxygen;bergeys_doublingH
1050;Thermochromatium;Thermochromatium tepidum;Thermochromatium tepidum;;obligate anaerobic;
37925;Thermocrispum;Thermocrispum agreste;Thermocrispum agreste;;aerobic;
37926;Thermocrispum;Thermocrispum municipale;Thermocrispum municipale;;aerobic;
1741;Thermodesulfobacterium;Thermodesulfobacterium commune;Thermodesulfobacterium commune;;anaerobic;
886;Thermodesulfobacterium;Thermodesulfobacterium thermophilum;Thermodesulfobacterium thermophilum;;;
53423;Thermodesulfovibrio;Thermodesulfovibrio islandicus;Thermodesulfovibrio islandicus;;anaerobic;
28262;Thermodesulfovibrio;Thermodesulfovibrio yellowstonii;Thermodesulfovibrio yellowstonii;;anaerobic;
99594;Thermohalobacter;Thermohalobacter berrensis;Thermohalobacter berrensis;;obligate anaerobic;
29539;Thermoleophilum;Thermoleophilum album;Thermoleophilum album;;aerobic;
192994;Thermoleophilum;Thermoleophilum minutum;Thermoleophilum minutum;;aerobic;
50339;Thermoplasma;Thermoplasma volcanium;Thermoplasma volcanium;;anaerobic;
184117;Thermoproteus;Thermoproteus uzoniensis;Thermoproteus uzoniensis;;anaerobic;
291989;Thermosediminibacter;Thermosediminibacter litoriperuensis;Thermosediminibacter litoriperuensis;;;
291990;Thermosediminibacter;Thermosediminibacter oceani;Thermosediminibacter oceani;;;
54294;Thermosyntropha;Thermosyntropha lipolytica;Thermosyntropha lipolytica;;anaerobic;
48383;Thermothrix;Thermothrix azorensis;Thermothrix azorensis;;obligate aerobic;
159731;Thermovenabulum;Thermovenabulum ferriorganovorum;Thermovenabulum ferriorganovorum;;anaerobic;
271;Thermus;Thermus aquaticus;Thermus aquaticus;;;
37636;Thermus;Thermus scotoductus;Thermus scotoductus;;;
120681;Thioalkalicoccus;Thioalkalicoccus limnaeus;Thioalkalicoccus limnaeus;;obligate anaerobic;
108003;Thioalkalivibrio;Thioalkalivibrio denitrificans;Thioalkalivibrio denitrificans;;facultative;
107820;Thioalkalivibrio;Thioalkalivibrio nitratis;Thioalkalivibrio nitratis;;microaerophilic;
47959;Annwoodia;Annwoodia aquaesulis;Annwoodia aquaesulis;;anaerobic;
36861;Thiobacillus;Thiobacillus denitrificans;Thiobacillus denitrificans;;anaerobic;
171865;Sulfuriferula;Sulfuriferula plumbiphila;Sulfuriferula plumbiphila;;aerobic;
160660;Acidihalobacter;Acidihalobacter prosperus;Acidihalobacter prosperus;;aerobic;
931;Thiobacillus;Thiobacillus thioparus;Thiobacillus thioparus;;aerobic;
95548;Thiocapsa;Thiocapsa litoralis;Thiocapsa litoralis;;;
12934;Thiocapsa;Thiocapsa pendens;Thiocapsa pendens;;obligate anaerobic;
69360;Thiocapsa;Thiocapsa rosea;Thiocapsa rosea;;;
1058;Thiocapsa;Thiocapsa roseopersicina;Thiocapsa roseopersicina;;;
1057;Thiococcus;Thiococcus pfennigii;Thiococcus pfennigii;;obligate anaerobic;
46450;Thiocystis;Thiocystis gelatinosa;Thiocystis gelatinosa;;;
13725;Thiocystis;Thiocystis violacea;Thiocystis violacea;;;
73141;Thiocystis;Thiocystis violascens;Thiocystis violascens;;;
53393;Thiodictyon;Thiodictyon bacillosum;Thiodictyon bacillosum;;;
53394;Thiodictyon;Thiodictyon elegans;Thiodictyon elegans;;obligate anaerobic;
80679;Thioflavicoccus;Thioflavicoccus mobilis;Thioflavicoccus mobilis;;obligate anaerobic;
69359;Thiohalocapsa;Thiohalocapsa halophila;Thiohalocapsa halophila;;;
82560;Thiolamprovum;Thiolamprovum pedioforme;Thiolamprovum pedioforme;;;
932;Thiomicrospira;Thiomicrospira thyasirae;Thiomicrospira thyasirae;;microaerophilic;
364030;Thiomonas;Thiomonas delicata;Thiomonas delicata;;aerobic;
926;Thiomonas;Thiomonas intermedia;Thiomonas intermedia;;aerobic;
928;Thiomonas;Thiomonas perometabolis;Thiomonas perometabolis;;obligate aerobic;
40991;Thiomonas;Thiomonas thermosulfata;Thiomonas thermosulfata;;obligate aerobic;
1653859;Thiopedia;Thiopedia rosea;Thiopedia rosea;;obligate anaerobic;
154347;Thiorhodospira;Thiorhodospira sibirica;Thiorhodospira sibirica;;obligate anaerobic;
77007;Thiorhodovibrio;Thiorhodovibrio winogradskyi;Thiorhodovibrio winogradskyi;;anaerobic;
1653858;Thiospirillum;Thiospirillum jenense;Thiospirillum jenense;;obligate anaerobic;
111770;Thiothrix;Thiothrix fructosivorans;Thiothrix fructosivorans;;;
1031;Thiothrix;Thiothrix nivea;Thiothrix nivea;;;
111769;Thiothrix;Thiothrix unzii;Thiothrix unzii;;obligate aerobic;
159292;Tindallia;Tindallia californiensis;Tindallia californiensis;;obligate anaerobic;
69895;Tindallia;Tindallia magadiensis;Tindallia magadiensis;;;
361365;Tindallia;Tindallia texcoconensis;Tindallia texcoconensis;;obligate anaerobic;
43143;Tissierella;Tissierella creatinini;Tissierella creatinini;;;
79681;Tissierella;Tissierella creatinophila;Tissierella creatinophila;;anaerobic;
59892;Treponema;Treponema amylovorum;Treponema amylovorum;;obligate anaerobic;4
150829;Treponema;Treponema azotonutricium;Treponema azotonutricium;;anaerobic;
225004;Treponema;Treponema berlinense;Treponema berlinense;;obligate anaerobic;
81028;Treponema;Treponema brennaborense;Treponema brennaborense;;anaerobic;
163;Treponema;Treponema bryantii;Treponema bryantii;;obligate anaerobic;
158;Treponema;Treponema denticola;Treponema denticola;;anaerobic;
53418;Treponema;Treponema lecithinolyticum;Treponema lecithinolyticum;;obligate anaerobic;
51160;Treponema;Treponema maltophilum;Treponema maltophilum;;obligate anaerobic;
58231;Treponema;Treponema medium;Treponema medium;;anaerobic;
1653861;Treponema;Treponema minutum;Treponema minutum;;anaerobic;
160;Treponema;Treponema pallidum;Treponema pallidum;;microaerophilic;
138851;Treponema;Treponema parvum;Treponema parvum;;obligate anaerobic;
164;Treponema;Treponema pectinovorum;Treponema pectinovorum;;obligate anaerobic;
162;Treponema;Treponema phagedenis;Treponema phagedenis;;anaerobic;
261392;Treponema;Treponema porcinum;Treponema porcinum;;obligate anaerobic;
88058;Treponema;Treponema primitia;Treponema primitia;;anaerobic;
221027;Treponema;Treponema putidum;Treponema putidum;;obligate anaerobic;
174922;Treponema;Treponema refringens;Treponema refringens;;anaerobic;
165;Treponema;Treponema saccharophilum;Treponema saccharophilum;;obligate anaerobic;1.5
53419;Treponema;Treponema socranskii;Treponema socranskii;;obligate anaerobic;
167;Treponema;Treponema succinifaciens;Treponema succinifaciens;;anaerobic;
69710;Treponema;Treponema vincentii;Treponema vincentii;;anaerobic;
331680;Treponema;Treponema zioleckii;Treponema zioleckii;;anaerobic;
115783;Geobacter;Geobacter thiogenes;Geobacter thiogenes;;obligate anaerobic;
157076;Trichococcus;Trichococcus collinsii;Trichococcus collinsii;;facultative;
82803;Trichococcus;Trichococcus flocculiformis;Trichococcus flocculiformis;;facultative;
140314;Trichococcus;Trichococcus palustris;Trichococcus palustris;;facultative;
43064;Trichococcus;Trichococcus pasteurii;Trichococcus pasteurii;;;
382641;Trichococcus;Trichococcus patagoniensis;Trichococcus patagoniensis;;facultative;
42777;Tsukamurella;Tsukamurella inchonensis;Tsukamurella inchonensis;;aerobic;
2061;Tsukamurella;Tsukamurella paurometabola;Tsukamurella paurometabola;;obligate aerobic;
47312;Tsukamurella;Tsukamurella pulmonis;Tsukamurella pulmonis;;aerobic;
44753;Tsukamurella;Tsukamurella spumae;Tsukamurella spumae;;aerobic;
147577;Tsukamurella;Tsukamurella strandjordii;Tsukamurella strandjordii;;obligate aerobic;
239498;Tsukamurella;Tsukamurella pseudospumae;Tsukamurella pseudospumae;;aerobic;
57704;Tsukamurella;Tsukamurella tyrosinosolvens;Tsukamurella tyrosinosolvens;;aerobic;
154288;Turicibacter;Turicibacter sanguinis;Turicibacter sanguinis;;obligate anaerobic;
227084;Ulvibacter;Ulvibacter litoralis;Ulvibacter litoralis;;;
42092;Ureaplasma;Ureaplasma canigenitalium;Ureaplasma canigenitalium;;;
42093;Ureaplasma;Ureaplasma cati;Ureaplasma cati;;;
42095;Ureaplasma;Ureaplasma felinum;Ureaplasma felinum;;;
42096;Ureaplasma;Ureaplasma gallorale;Ureaplasma gallorale;;;
134821;Ureaplasma;Ureaplasma parvum;Ureaplasma parvum;;;
2130;Ureaplasma;Ureaplasma urealyticum;Ureaplasma urealyticum;;;
313007;Ureibacillus;Ureibacillus suwonensis;Ureibacillus suwonensis;;obligate aerobic;
51173;Ureibacillus;Ureibacillus thermosphaericus;Ureibacillus thermosphaericus;;obligate aerobic;
29466;Veillonella;Veillonella parvula;Veillonella parvula;;aerobic;
2736;Verrucomicrobium;Verrucomicrobium spinosum;Verrucomicrobium spinosum;;anaerobic;
92172;Vibrio;Vibrio aerogenes;Vibrio aerogenes;;facultative;
28171;Vibrio;Vibrio aestuarianus;Vibrio aestuarianus;;;
675;Vibrio;Vibrio cincinnatiensis;Vibrio cincinnatiensis;;;
47951;Vibrio;Vibrio cyclitrophicus;Vibrio cyclitrophicus;;;
50719;Vibrio;Vibrio diabolicus;Vibrio diabolicus;;;
685;Vibrio;Vibrio diazotrophicus;Vibrio diazotrophicus;;;
673;Grimontia;Grimontia hollisae;Grimontia hollisae;;;
142461;Vibrio;Vibrio ichthyoenteri;Vibrio ichthyoenteri;;;
29495;Vibrio;Vibrio navarrensis;Vibrio navarrensis;;;
28174;Vibrio;Vibrio ordalii;Vibrio ordalii;;;
104609;Vibrio;Vibrio penaeicida;Vibrio penaeicida;;;
76258;Vibrio;Vibrio rumoiensis;Vibrio rumoiensis;;;
52443;Vibrio;Vibrio tapetis;Vibrio tapetis;;;
29498;Vibrio;Vibrio tubiashii;Vibrio tubiashii;;;
172901;Victivallis;Victivallis vadensis;Victivallis vadensis;;obligate anaerobic;
171692;Virgibacillus;Virgibacillus carmonensis;Virgibacillus carmonensis;;anaerobic;
302167;Virgibacillus;Virgibacillus dokdonensis;Virgibacillus dokdonensis;;anaerobic;
1482;Virgibacillus;Virgibacillus halodenitrificans;Virgibacillus halodenitrificans;;anaerobic;
279446;Aquibacillus;Aquibacillus koreensis;Aquibacillus koreensis;;facultative;
79660;Virgibacillus;Virgibacillus marismortui;Virgibacillus marismortui;;obligate aerobic;
163877;Virgibacillus;Virgibacillus necropolis;Virgibacillus necropolis;;obligate aerobic;
1473;Virgibacillus;Virgibacillus pantothenticus;Virgibacillus pantothenticus;;facultative;
84407;Virgibacillus;Virgibacillus proomii;Virgibacillus proomii;;facultative;
61016;Virgibacillus;Virgibacillus salexigens;Virgibacillus salexigens;;obligate aerobic;
171194;Aequorivita;Aequorivita vladivostokensis;Aequorivita vladivostokensis;;;
62;Vitreoscilla;Vitreoscilla beggiatoides;Vitreoscilla beggiatoides;;microaerophilic;
63;Vitreoscilla;Vitreoscilla filiformis;Vitreoscilla filiformis;;aerobic;
61;Vitreoscilla;Vitreoscilla stercoraria;Vitreoscilla stercoraria;;aerobic;
164451;Vulcanisaeta;Vulcanisaeta distributa;Vulcanisaeta distributa;;anaerobic;5.5
164452;Vulcanisaeta;Vulcanisaeta souniana;Vulcanisaeta souniana;;anaerobic;4.7
867917;Vulcanisaeta;Vulcanisaeta thermophila;Vulcanisaeta thermophila;;anaerobic;11
71667;Waddlia;Waddlia chondrophila;Waddlia chondrophila;;;
137591;Weissella;Weissella cibaria;Weissella cibaria;;;
1583;Weissella;Weissella confusa;Weissella confusa;;;
1615;Weissella;Weissella halotolerans;Weissella halotolerans;;;
1616;Weissella;Weissella kandleri;Weissella kandleri;;;
1620;Weissella;Weissella minor;Weissella minor;;;
155866;Weissella;Weissella soli;Weissella soli;;;
89061;Weissella;Weissella thailandensis;Weissella thailandensis;;;
1629;Weissella;Weissella viridescens;Weissella viridescens;;;
322609;Williamsia;Williamsia marianensis;Williamsia marianensis;;aerobic;
72806;Williamsia;Williamsia maris;Williamsia maris;;aerobic;
85044;Williamsia;Williamsia muralis;Williamsia muralis;;;
864074;Winogradskyella;Winogradskyella aquimaris;Winogradskyella aquimaris;;aerobic;
533325;Winogradskyella;Winogradskyella arenosi;Winogradskyella arenosi;;aerobic;
1646497;Winogradskyella;Winogradskyella crassostreae;Winogradskyella crassostreae;;aerobic;
943939;Winogradskyella;Winogradskyella damuponensis;Winogradskyella damuponensis;;aerobic;
538189;Winogradskyella;Winogradskyella echinorum;Winogradskyella echinorum;;aerobic;
1089306;Winogradskyella;Winogradskyella eckloniae;Winogradskyella eckloniae;;aerobic;
262005;Winogradskyella;Winogradskyella epiphytica;Winogradskyella epiphytica;;aerobic;
589872;Winogradskyella;Winogradskyella exilis;Winogradskyella exilis;;facultative;
262006;Winogradskyella;Winogradskyella eximia;Winogradskyella eximia;;aerobic;
1089305;Winogradskyella;Winogradskyella jejuensis;Winogradskyella jejuensis;;aerobic;
1156618;Winogradskyella;Winogradskyella litorisediminis;Winogradskyella litorisediminis;;aerobic;
1220182;Winogradskyella;Winogradskyella litoriviva;Winogradskyella litoriviva;;facultative;
643262;Winogradskyella;Winogradskyella lutea;Winogradskyella lutea;;aerobic;
1150776;Winogradskyella;Winogradskyella multivorans;Winogradskyella multivorans;;aerobic;
664642;Winogradskyella;Winogradskyella pacifica;Winogradskyella pacifica;;aerobic;
307627;Winogradskyella;Winogradskyella poriferorum;Winogradskyella poriferorum;;aerobic;
1344585;Winogradskyella;Winogradskyella psychrotolerans;Winogradskyella psychrotolerans;;aerobic;
1110688;Winogradskyella;Winogradskyella pulchriflava;Winogradskyella pulchriflava;;aerobic;
549701;Winogradskyella;Winogradskyella rapida;Winogradskyella rapida;;aerobic;
262004;Winogradskyella;Winogradskyella thalassocola;Winogradskyella thalassocola;;aerobic;
931625;Winogradskyella;Winogradskyella ulvae;Winogradskyella ulvae;;facultative;
1285465;Winogradskyella;Winogradskyella undariae;Winogradskyella undariae;;aerobic;
1442586;Winogradskyella;Winogradskyella wandonensis;Winogradskyella wandonensis;;aerobic;
60216;Xanthobacter;Xanthobacter tagetidis;Xanthobacter tagetidis;;aerobic;
1144548;Xiangella;Xiangella phaseoli;Xiangella phaseoli;;aerobic;
228973;Xylanibacterium;Xylanibacterium ulmi;Xylanibacterium ulmi;;;
101489;Xylanimicrobium;Xylanimicrobium pachnodae;Xylanimicrobium pachnodae;;aerobic;
186189;Xylanimonas;Xylanimonas cellulosilytica;Xylanimonas cellulosilytica;;;
2371;Xylella;Xylella fastidiosa;Xylella fastidiosa;;;
632;Yersinia;Yersinia pestis;Yersinia pestis;;aerobic;
29486;Yersinia;Yersinia ruckeri;Yersinia ruckeri;;;
355930;Yonghaparkia;Yonghaparkia alkaliphila;Yonghaparkia alkaliphila;;obligate aerobic;
1264899;Zavarzinia;Zavarzinia compransoris;Zavarzinia compransoris;;aerobic;18
547018;Zhihengliuella;Zhihengliuella alba;Zhihengliuella alba;;aerobic;
248905;Zobellia;Zobellia amurskyensis;Zobellia amurskyensis;;;
63186;Zobellia;Zobellia galactanivorans;Zobellia galactanivorans;;;
248906;Zobellia;Zobellia laminariae;Zobellia laminariae;;;
248907;Zobellia;Zobellia russellii;Zobellia russellii;;;
143224;Zobellia;Zobellia uliginosa;Zobellia uliginosa;;;
40561;Zoogloea;Zoogloea resiniphila;Zoogloea resiniphila;;aerobic;
86958;Propionispira;Propionispira paucivorans;Propionispira paucivorans;;obligate anaerobic;
